    0     0     0     0     0     0     0     0 
    0  2908  4449     0     0     0     0     0 
    0     0     0     0     0     0     0     0 
    0     0     0     0     0     0     0     0 
19906   317     0     0     0     0     4   575 
    5     5     0     0  2281   329  1154     0 
    0     0     0     0     0     0     0     0 
    0     0   392   533     0     0     0   330 
    0  1228   215   364   452  1214   929   504 
  575  1733    86    98   657   677   468   650 
  537    97   964  1898   852   284   164   425 
    0   211     0   215     0   215     0     0 
    0  6468  1157  1605  3132 10260  1599  1442 
 5369  5000    75   870  3852  2439  5200  7156 
 1026    71  5146  5469  7138  2817   873  1943 
  131  2377    41     0    21     0     0     0 
    0     0     0     0     0     0     0     0 
    0     0     0     0     0     0     0     0 
    0     0     0     0     0     0     0     0 
    0     0     0     0     0     0     0     0 
    0     0     0     0     0     0     0     0 
    0     0     0     0     0     0     0     0 
    0     0     0     0     0     0     0     0 
    0     0     0     0     0     0     0     0 
    0     0     0     0     0     0     0     0 
    0     0     0     0     0     0     0     0 
    0     0     0     0     0     0     0     0 
    0     0     0     0     0     0     0     0 
    0     0     0     0     0     0     0     0 
    0     0     0     0     0     0     0     0 
    0     0     0     0     0     0     0     0 
    0     0     0     0     0     0     0     0 
